log_id,user_id,username,login_time,logout_time,ip_address,device_type,status,branch_name,role
64,145,josephbrennan,2025-06-02 14:54:57,,26.204.205.243,Mobile,FAILED,Port Harcourt,Ops
65,162,steven17,2025-04-23 12:27:31,2025-04-23 18:27:31,188.33.205.76,Mobile,SUCCESS,Ibadan,Ops
66,207,garrisonjeffrey,2025-08-28 10:39:34,2025-08-28 17:39:34,125.175.174.176,Desktop,SUCCESS,Gusau,Security
67,117,mitchellclark,2025-08-25 10:03:16,2025-08-25 14:03:16,120.167.190.116,Mobile,SUCCESS,Lagos,IT
68,197,amydavenport,2025-07-14 12:48:53,2025-07-14 14:48:53,17.170.175.108,Mobile,SUCCESS,Gusau,Teller
69,144,davidalvarez,2025-04-25 09:49:41,2025-04-25 10:49:41,198.22.204.184,Desktop,SUCCESS,Kano,Teller
70,179,sarah35,2025-03-20 11:08:30,2025-03-20 15:08:30,113.25.15.147,Mobile,SUCCESS,Ibadan,IT
71,198,russellwilliams,2025-07-08 10:38:38,,177.73.203.110,Desktop,FAILED,Kano,IT
72,113,janetwilliams,2025-10-24 08:59:19,2025-10-24 15:59:19,183.233.190.172,Mobile,SUCCESS,Ibadan,Ops
73,109,jamesmichael,2025-10-31 11:06:44,2025-10-31 13:06:44,102.20.222.127,Desktop,SUCCESS,Lagos,Security
74,184,david51,2025-07-09 09:32:41,2025-07-09 16:32:41,143.68.82.0,Mobile,SUCCESS,Gusau,Security
75,146,ibrandt,2025-11-22 15:45:09,2025-11-22 20:45:09,71.82.40.28,Mobile,SUCCESS,Abuja,Security
76,205,kimberly63,2025-10-31 12:20:54,2025-10-31 14:20:54,1.111.153.12,Mobile,SUCCESS,Abuja,Ops
77,196,landryhannah,2025-08-26 17:39:42,2025-08-26 18:39:42,24.51.37.251,Mobile,SUCCESS,Lagos,Ops
78,162,steven17,2025-04-19 13:51:16,2025-04-19 18:51:16,181.94.135.86,Desktop,SUCCESS,Port Harcourt,Ops
79,110,cassandra07,2025-05-04 14:31:35,2025-05-04 22:31:35,135.84.129.170,Mobile,SUCCESS,Abuja,Teller
80,111,dudleynicholas,2025-05-31 11:25:44,2025-05-31 17:25:44,181.61.145.201,Mobile,SUCCESS,Port Harcourt,IT
81,154,ilewis,2025-10-09 13:22:44,2025-10-09 18:22:44,194.110.177.112,Mobile,SUCCESS,Kano,Teller
82,192,waltersmaria,2025-04-09 13:07:47,2025-04-09 16:07:47,147.247.27.134,Desktop,SUCCESS,Kano,Security
83,135,ryan70,2025-10-29 16:38:18,,152.5.7.122,Desktop,FAILED,Lagos,Ops
84,146,ibrandt,2025-04-02 12:00:45,2025-04-02 17:00:45,44.177.111.98,Desktop,SUCCESS,Gusau,IT
85,189,josephjacobs,2025-03-06 15:06:55,2025-03-06 20:06:55,79.138.216.36,Mobile,SUCCESS,Abuja,Security
86,143,spenceamanda,2025-04-05 08:16:55,2025-04-05 10:16:55,83.77.33.113,Mobile,SUCCESS,Abuja,Teller
87,173,hshaw,2025-11-19 08:09:09,2025-11-19 13:09:09,168.61.250.237,Desktop,SUCCESS,Kano,Teller
88,171,tanyariley,2025-08-02 17:38:50,2025-08-03 00:38:50,160.168.56.27,Mobile,SUCCESS,Abuja,IT
89,210,emurphy,2025-10-29 14:19:36,2025-10-29 16:19:36,59.106.139.154,Desktop,SUCCESS,Ibadan,Ops
90,133,tasha01,2025-12-05 09:10:15,2025-12-05 11:10:15,132.105.201.130,Desktop,SUCCESS,Gusau,Security
91,157,agomez,2025-12-19 17:30:18,2025-12-19 22:30:18,13.117.174.210,Mobile,SUCCESS,Ibadan,Security
92,109,jamesmichael,2025-12-18 11:59:16,2025-12-18 15:59:16,90.226.62.15,Mobile,SUCCESS,Gusau,Ops
93,182,khowell,2025-03-18 12:52:09,2025-03-18 15:52:09,172.216.36.195,Mobile,SUCCESS,Port Harcourt,IT
94,156,glee,2025-03-05 15:44:19,2025-03-05 20:44:19,27.151.11.93,Mobile,SUCCESS,Abuja,Teller
95,176,richarddavid,2025-01-21 14:47:20,2025-01-21 15:47:20,157.108.94.149,Desktop,SUCCESS,Kano,Teller
96,197,amydavenport,2025-12-11 12:36:02,2025-12-11 15:36:02,155.223.5.122,Mobile,SUCCESS,Port Harcourt,Security
97,217,bradley60,2025-05-23 10:37:27,2025-05-23 18:37:27,108.82.65.234,Desktop,SUCCESS,Abuja,IT
98,152,perezrebecca,2025-06-20 13:42:06,2025-06-20 19:42:06,158.241.159.135,Mobile,SUCCESS,Ibadan,Security
99,136,teresa28,2025-12-06 14:52:48,2025-12-06 22:52:48,24.150.178.62,Desktop,SUCCESS,Lagos,IT
100,141,john39,2025-03-01 14:55:32,2025-03-01 15:55:32,47.182.49.91,Mobile,SUCCESS,Abuja,Teller
101,124,jason76,2025-09-23 13:39:48,2025-09-23 21:39:48,172.177.124.81,Desktop,SUCCESS,Kano,IT
102,170,smoore,2025-03-09 12:28:56,2025-03-09 14:28:56,126.230.207.133,Desktop,SUCCESS,Ibadan,Ops
103,190,james48,2025-03-23 12:35:00,2025-03-23 14:35:00,119.111.114.37,Desktop,SUCCESS,Gusau,Security
104,115,michellejames,2025-11-28 10:31:59,2025-11-28 15:31:59,152.65.92.90,Mobile,SUCCESS,Abuja,Security
105,131,ycarlson,2025-08-22 16:09:24,2025-08-22 19:09:24,63.162.183.185,Desktop,SUCCESS,Lagos,Security
106,143,spenceamanda,2025-09-17 12:52:00,2025-09-17 17:52:00,168.93.26.29,Mobile,SUCCESS,Kano,Security
107,168,sara74,2025-09-05 13:21:35,2025-09-05 20:21:35,27.90.185.224,Mobile,SUCCESS,Lagos,Ops
108,189,josephjacobs,2025-05-03 17:24:14,2025-05-04 00:24:14,165.114.7.36,Desktop,SUCCESS,Lagos,Security
109,190,james48,2025-07-15 14:42:50,2025-07-15 17:42:50,126.141.115.19,Mobile,SUCCESS,Gusau,Ops
110,164,novaksara,2025-10-30 13:55:06,2025-10-30 21:55:06,2.195.164.75,Desktop,SUCCESS,Port Harcourt,Security
111,101,donaldgarcia,2025-03-15 14:55:41,,90.2.235.24,Desktop,FAILED,Abuja,IT
112,143,spenceamanda,2025-11-16 14:41:05,2025-11-16 21:41:05,23.176.187.209,Mobile,SUCCESS,Ibadan,Security
113,211,michael86,2025-10-05 08:39:04,2025-10-05 13:39:04,159.105.157.225,Desktop,SUCCESS,Ibadan,Teller
114,155,esanchez,2025-02-20 09:28:10,2025-02-20 10:28:10,16.141.65.190,Desktop,SUCCESS,Lagos,Teller
115,137,harrellkenneth,2025-07-03 13:27:09,2025-07-03 20:27:09,78.46.162.175,Desktop,SUCCESS,Kano,Ops
116,110,cassandra07,2025-11-09 14:39:43,2025-11-09 17:39:43,47.146.79.208,Desktop,SUCCESS,Abuja,IT
117,158,dshields,2025-05-11 08:57:51,2025-05-11 13:57:51,55.158.7.245,Desktop,SUCCESS,Gusau,Security
118,144,davidalvarez,2025-10-28 12:40:27,2025-10-28 20:40:27,27.0.15.128,Mobile,SUCCESS,Kano,Security
119,209,jeffreykeller,2025-09-05 09:15:24,2025-09-05 14:15:24,53.43.175.70,Mobile,SUCCESS,Gusau,Security
120,135,ryan70,2025-01-05 17:55:43,2025-01-05 18:55:43,61.10.41.149,Mobile,SUCCESS,Lagos,Ops
121,177,bethwilliams,2025-06-30 11:40:12,2025-06-30 14:40:12,125.1.111.247,Desktop,SUCCESS,Ibadan,Teller
122,139,georgetracy,2025-08-14 08:37:23,2025-08-14 10:37:23,115.20.211.68,Mobile,SUCCESS,Lagos,Security
123,122,perezantonio,2025-04-13 10:50:34,2025-04-13 16:50:34,43.217.126.190,Mobile,SUCCESS,Kano,IT
124,216,mlam,2025-09-04 12:47:55,2025-09-04 14:47:55,99.223.163.130,Mobile,SUCCESS,Gusau,Ops
125,196,landryhannah,2025-04-26 14:54:51,2025-04-26 16:54:51,125.33.202.105,Mobile,SUCCESS,Gusau,IT
126,168,sara74,2025-03-05 15:23:43,2025-03-05 20:23:43,192.70.54.54,Mobile,SUCCESS,Ibadan,IT
127,113,janetwilliams,2025-12-12 11:30:01,2025-12-12 17:30:01,55.24.172.232,Desktop,SUCCESS,Ibadan,Teller
128,181,stephen10,2025-08-26 12:41:26,2025-08-26 13:41:26,104.57.243.162,Desktop,SUCCESS,Lagos,Security
129,114,kendragalloway,2025-02-19 11:56:34,2025-02-19 19:56:34,136.25.239.107,Mobile,SUCCESS,Ibadan,Security
130,175,caseyjones,2025-03-21 14:41:06,2025-03-21 21:41:06,124.55.213.171,Mobile,SUCCESS,Gusau,IT
131,127,zhurst,2025-08-16 15:15:54,2025-08-16 21:15:54,5.2.158.210,Mobile,SUCCESS,Gusau,Security
132,135,ryan70,2025-04-08 09:54:52,2025-04-08 13:54:52,159.106.142.124,Desktop,SUCCESS,Gusau,IT
133,131,ycarlson,2025-03-06 17:13:04,2025-03-06 21:13:04,64.200.244.208,Desktop,SUCCESS,Kano,IT
134,199,rachel05,2025-03-17 17:00:17,2025-03-17 20:00:17,158.10.153.120,Desktop,SUCCESS,Port Harcourt,IT
135,202,sarayoung,2025-03-31 09:42:55,2025-03-31 10:42:55,26.231.16.35,Mobile,SUCCESS,Kano,IT
136,102,garzaanthony,2025-03-31 12:03:08,2025-03-31 14:03:08,96.105.56.50,Desktop,SUCCESS,Abuja,Security
137,199,rachel05,2025-07-05 16:37:06,2025-07-05 20:37:06,123.210.99.174,Desktop,SUCCESS,Ibadan,IT
138,158,dshields,2025-11-26 08:03:30,2025-11-26 15:03:30,68.46.150.56,Desktop,SUCCESS,Abuja,Security
139,109,jamesmichael,2025-02-11 13:38:09,2025-02-11 18:38:09,36.189.195.37,Mobile,SUCCESS,Abuja,IT
140,158,dshields,2025-09-16 17:27:06,2025-09-16 19:27:06,131.110.84.192,Desktop,SUCCESS,Abuja,Security
141,213,beverlyterrell,2025-04-27 14:21:52,2025-04-27 21:21:52,108.220.130.161,Desktop,SUCCESS,Lagos,Security
142,140,hickmannatasha,2025-12-07 12:23:09,2025-12-07 20:23:09,79.226.92.80,Desktop,SUCCESS,Gusau,Teller
143,111,dudleynicholas,2025-08-10 09:47:47,2025-08-10 12:47:47,90.162.152.91,Desktop,SUCCESS,Port Harcourt,IT
144,185,mikemoore,2025-03-04 14:22:55,2025-03-04 21:22:55,142.113.168.114,Desktop,SUCCESS,Lagos,IT
145,145,josephbrennan,2025-02-23 17:32:13,2025-02-24 01:32:13,188.44.14.139,Desktop,SUCCESS,Gusau,IT
146,208,ybailey,2025-10-12 13:07:48,2025-10-12 17:07:48,30.42.197.61,Mobile,SUCCESS,Port Harcourt,Teller
147,177,bethwilliams,2025-12-03 12:01:11,2025-12-03 17:01:11,59.113.242.177,Mobile,SUCCESS,Lagos,Teller
148,123,richard13,2025-03-15 17:42:25,2025-03-15 18:42:25,35.218.208.52,Desktop,SUCCESS,Ibadan,Ops
149,148,samuel87,2025-08-03 15:21:10,2025-08-03 21:21:10,134.89.215.193,Desktop,SUCCESS,Gusau,Ops
150,120,ogray,2025-11-13 08:43:05,2025-11-13 15:43:05,200.212.198.90,Mobile,SUCCESS,Port Harcourt,Security
151,153,chad34,2025-05-20 11:48:32,2025-05-20 18:48:32,144.239.246.76,Desktop,SUCCESS,Lagos,Security
152,167,nicholasgalloway,2025-12-08 12:02:14,2025-12-08 13:02:14,138.13.57.48,Desktop,SUCCESS,Kano,IT
153,127,zhurst,2025-03-12 12:18:20,2025-03-12 20:18:20,113.51.119.57,Mobile,SUCCESS,Kano,Ops
154,148,samuel87,2025-09-30 11:32:35,2025-09-30 17:32:35,110.137.73.184,Desktop,SUCCESS,Abuja,Teller
155,155,esanchez,2025-01-10 15:58:04,2025-01-10 22:58:04,31.9.133.229,Mobile,SUCCESS,Ibadan,Security
156,137,harrellkenneth,2025-02-28 14:01:20,2025-02-28 22:01:20,46.208.129.177,Mobile,SUCCESS,Gusau,Security
157,208,ybailey,2025-02-24 11:27:37,2025-02-24 13:27:37,50.24.14.204,Mobile,SUCCESS,Lagos,IT
158,128,jeffrey28,2025-06-20 10:04:32,2025-06-20 14:04:32,157.14.217.104,Mobile,SUCCESS,Lagos,Ops
159,130,hernandezernest,2025-02-22 10:16:12,2025-02-22 13:16:12,78.240.106.97,Desktop,SUCCESS,Kano,Security
160,159,brownjessica,2025-10-16 17:28:43,,214.84.136.246,Mobile,FAILED,Ibadan,IT
161,119,amandasanchez,2025-08-14 09:30:28,2025-08-14 14:30:28,46.99.71.41,Desktop,SUCCESS,Lagos,Teller
162,139,georgetracy,2025-08-25 15:02:03,2025-08-25 20:02:03,145.0.31.86,Desktop,SUCCESS,Ibadan,Teller
163,178,barnesbrandy,2025-11-01 16:24:29,2025-11-01 17:24:29,172.146.63.82,Mobile,SUCCESS,Port Harcourt,Ops
164,141,john39,2025-11-06 15:32:09,,83.175.233.112,Mobile,FAILED,Gusau,IT
165,191,dking,2025-02-13 16:41:11,2025-02-14 00:41:11,146.120.152.143,Mobile,SUCCESS,Port Harcourt,Ops
166,146,ibrandt,2025-07-10 12:24:26,2025-07-10 13:24:26,30.255.146.224,Mobile,SUCCESS,Gusau,IT
167,112,maria95,2025-10-13 14:18:16,2025-10-13 17:18:16,153.194.179.23,Mobile,SUCCESS,Gusau,Ops
168,217,bradley60,2025-06-29 12:41:44,2025-06-29 15:41:44,207.243.74.232,Desktop,SUCCESS,Lagos,Security
169,182,khowell,2025-06-18 10:42:44,2025-06-18 12:42:44,17.70.138.31,Mobile,SUCCESS,Port Harcourt,IT
170,102,garzaanthony,2025-07-05 12:11:13,2025-07-05 20:11:13,218.80.117.88,Desktop,SUCCESS,Kano,Ops
171,119,amandasanchez,2025-02-09 12:54:50,2025-02-09 13:54:50,129.167.197.60,Mobile,SUCCESS,Port Harcourt,Ops
172,176,richarddavid,2025-07-12 10:10:11,2025-07-12 13:10:11,65.83.228.191,Mobile,SUCCESS,Gusau,Security
173,146,ibrandt,2025-12-13 11:28:39,2025-12-13 19:28:39,198.8.159.213,Desktop,SUCCESS,Port Harcourt,Ops
174,139,georgetracy,2025-08-29 11:23:43,,139.54.83.46,Mobile,FAILED,Abuja,IT
175,199,rachel05,2025-07-15 16:33:26,,30.38.190.68,Desktop,FAILED,Port Harcourt,Ops
176,211,michael86,2025-05-09 08:41:30,2025-05-09 10:41:30,213.206.194.81,Desktop,SUCCESS,Lagos,Teller
177,197,amydavenport,2025-03-24 12:28:57,2025-03-24 19:28:57,198.239.150.40,Desktop,SUCCESS,Kano,Security
178,213,beverlyterrell,2025-06-28 08:26:03,2025-06-28 14:26:03,159.120.111.127,Desktop,SUCCESS,Abuja,Teller
179,147,jenniferross,2025-04-25 08:20:59,2025-04-25 14:20:59,195.225.74.103,Desktop,SUCCESS,Kano,Teller
180,136,teresa28,2025-08-30 10:48:45,2025-08-30 11:48:45,53.84.236.191,Desktop,SUCCESS,Gusau,IT
181,127,zhurst,2025-03-18 16:46:38,2025-03-18 18:46:38,38.177.195.176,Mobile,SUCCESS,Kano,IT
182,115,michellejames,2025-01-25 11:26:40,2025-01-25 19:26:40,218.141.192.107,Desktop,SUCCESS,Gusau,Security
183,176,richarddavid,2025-10-02 08:40:32,2025-10-02 11:40:32,63.181.195.181,Mobile,SUCCESS,Abuja,Teller
184,178,barnesbrandy,2025-06-30 11:36:26,2025-06-30 13:36:26,57.161.2.120,Mobile,SUCCESS,Gusau,Teller
185,149,wrightcaleb,2025-08-29 08:40:24,,160.150.79.187,Mobile,FAILED,Ibadan,Teller
186,145,josephbrennan,2025-02-04 13:15:46,2025-02-04 15:15:46,26.16.134.72,Mobile,SUCCESS,Kano,Teller
187,145,josephbrennan,2025-10-07 13:52:41,2025-10-07 21:52:41,120.237.104.77,Mobile,SUCCESS,Ibadan,Ops
188,203,theresacochran,2025-03-11 09:45:49,,195.157.224.16,Desktop,FAILED,Lagos,Ops
189,105,lrobinson,2025-04-13 08:20:59,2025-04-13 15:20:59,208.9.109.245,Mobile,SUCCESS,Lagos,Teller
190,196,landryhannah,2025-11-28 11:18:22,2025-11-28 12:18:22,157.145.5.63,Mobile,SUCCESS,Lagos,Teller
191,202,sarayoung,2025-07-08 14:56:25,2025-07-08 21:56:25,44.1.90.52,Mobile,SUCCESS,Kano,Security
192,188,darrell18,2025-09-12 13:59:51,2025-09-12 15:59:51,15.249.211.230,Mobile,SUCCESS,Gusau,Security
193,177,bethwilliams,2025-04-03 16:18:20,2025-04-03 22:18:20,131.77.155.127,Mobile,SUCCESS,Lagos,Security
194,177,bethwilliams,2025-08-07 10:44:28,2025-08-07 11:44:28,102.134.40.84,Mobile,SUCCESS,Port Harcourt,Security
195,135,ryan70,2025-11-24 08:04:42,2025-11-24 14:04:42,222.5.12.8,Desktop,SUCCESS,Gusau,Ops
196,208,ybailey,2025-11-08 15:02:08,2025-11-08 21:02:08,223.130.194.81,Mobile,SUCCESS,Abuja,Teller
197,177,bethwilliams,2025-03-20 15:23:23,2025-03-20 17:23:23,79.80.166.79,Desktop,SUCCESS,Port Harcourt,IT
198,150,chapmanjerry,2025-06-10 12:15:07,2025-06-10 15:15:07,147.227.84.142,Mobile,SUCCESS,Port Harcourt,Security
199,216,mlam,2025-10-15 09:16:49,2025-10-15 17:16:49,7.67.144.159,Desktop,SUCCESS,Port Harcourt,IT
200,188,darrell18,2025-09-09 11:07:08,2025-09-09 19:07:08,71.66.242.111,Desktop,SUCCESS,Ibadan,Security
201,111,dudleynicholas,2025-12-16 13:42:22,2025-12-16 18:42:22,19.194.72.92,Mobile,SUCCESS,Kano,Ops
202,201,kimberly69,2025-07-05 16:14:07,,137.218.169.179,Desktop,FAILED,Kano,Security
203,103,robinsonwilliam,2025-07-04 16:36:23,2025-07-04 19:36:23,25.86.238.13,Desktop,SUCCESS,Gusau,IT
204,150,chapmanjerry,2025-09-03 16:26:49,2025-09-03 18:26:49,12.95.242.200,Desktop,SUCCESS,Lagos,Teller
205,157,agomez,2025-08-27 16:22:08,2025-08-27 19:22:08,62.225.69.230,Desktop,SUCCESS,Abuja,Teller
206,206,erik16,2025-03-05 16:09:19,2025-03-05 22:09:19,192.111.153.73,Desktop,SUCCESS,Lagos,IT
207,208,ybailey,2025-02-10 12:12:40,,20.160.232.48,Mobile,FAILED,Kano,IT
208,178,barnesbrandy,2025-10-01 09:32:41,2025-10-01 12:32:41,40.188.141.124,Desktop,SUCCESS,Ibadan,IT
209,207,garrisonjeffrey,2025-10-16 08:52:55,2025-10-16 09:52:55,216.215.4.203,Mobile,SUCCESS,Ibadan,Ops
210,198,russellwilliams,2025-10-20 14:39:40,2025-10-20 19:39:40,189.71.53.84,Mobile,SUCCESS,Abuja,Ops
211,203,theresacochran,2025-12-17 14:19:29,2025-12-17 15:19:29,49.25.91.90,Desktop,SUCCESS,Abuja,Security
212,161,ltaylor,2025-08-26 11:21:38,2025-08-26 17:21:38,174.67.65.21,Mobile,SUCCESS,Abuja,Ops
213,197,amydavenport,2025-07-09 16:35:06,2025-07-10 00:35:06,191.171.34.56,Desktop,SUCCESS,Lagos,Security
214,131,ycarlson,2025-03-14 09:03:18,,222.74.29.195,Mobile,FAILED,Kano,Ops
215,204,vjohnson,2025-06-17 17:46:20,2025-06-17 20:46:20,6.194.208.87,Mobile,SUCCESS,Port Harcourt,Security
216,163,williamsyvette,2025-06-07 15:01:05,,56.36.53.165,Mobile,FAILED,Kano,Ops
217,174,brianromero,2025-06-30 08:03:18,2025-06-30 16:03:18,26.76.0.3,Mobile,SUCCESS,Port Harcourt,Teller
218,208,ybailey,2025-02-25 14:08:56,2025-02-25 20:08:56,215.164.75.134,Mobile,SUCCESS,Lagos,Teller
219,151,adrianzimmerman,2025-01-27 17:35:12,2025-01-27 22:35:12,142.242.175.225,Desktop,SUCCESS,Abuja,Security
